from_dbid,relation,to_dbid
DB00608,INTERACT,DB00648
DB00608,INTERACT,DB12265
DB00608,INTERACT,DB16390
DB00608,INTERACT,DB14960
DB00608,INTERACT,DB00103
DB00608,INTERACT,DB09128
DB00608,INTERACT,DB09039
DB00608,INTERACT,DB00415
DB00608,INTERACT,DB00289
DB00608,INTERACT,DB01575
DB00608,INTERACT,DB01377
DB00608,INTERACT,DB01390
DB00608,INTERACT,DB06723
DB00608,INTERACT,DB06724
DB00608,INTERACT,DB08938
DB00608,INTERACT,DB09104
DB00608,INTERACT,DB09281
DB00608,INTERACT,DB09481
DB00608,INTERACT,DB13209
DB00608,INTERACT,DB13249
DB00608,INTERACT,DB13280
DB00608,INTERACT,DB13322
DB00608,INTERACT,DB13486
DB00608,INTERACT,DB13595
DB00608,INTERACT,DB13626
DB00608,INTERACT,DB13650
DB00608,INTERACT,DB13829
DB00608,INTERACT,DB14517
DB00608,INTERACT,DB06792
DB00608,INTERACT,DB10062
DB00608,INTERACT,DB10283
DB00608,INTERACT,DB11603
DB00608,INTERACT,DB00420
DB00608,INTERACT,DB00433
DB00608,INTERACT,DB00477
DB00608,INTERACT,DB00679
DB00608,INTERACT,DB00850
DB00608,INTERACT,DB00933
DB00608,INTERACT,DB01069
DB00608,INTERACT,DB01403
DB00608,INTERACT,DB01621
DB00608,INTERACT,DB09241
DB00608,INTERACT,DB00215
DB00608,INTERACT,DB00468
DB00608,INTERACT,DB00619
DB00608,INTERACT,DB01184
DB00608,INTERACT,DB01244
DB00608,INTERACT,DB01267
DB00608,INTERACT,DB01624
DB00608,INTERACT,DB04844
DB00608,INTERACT,DB04946
DB00608,INTERACT,DB12161
DB00608,INTERACT,DB00333
DB00608,INTERACT,DB13679
DB00608,INTERACT,DB00285
DB00608,INTERACT,DB00370
DB00608,INTERACT,DB00972
DB00608,INTERACT,DB01104
DB00608,INTERACT,DB01591
DB00608,INTERACT,DB12245
DB00608,INTERACT,DB00187
DB00608,INTERACT,DB00195
DB00608,INTERACT,DB00264
DB00608,INTERACT,DB00335
DB00608,INTERACT,DB00571
DB00608,INTERACT,DB00598
DB00608,INTERACT,DB00866
DB00608,INTERACT,DB00960
DB00608,INTERACT,DB01136
DB00608,INTERACT,DB01182
DB00608,INTERACT,DB01193
DB00608,INTERACT,DB01203
DB00608,INTERACT,DB01295
DB00608,INTERACT,DB01297
DB00608,INTERACT,DB01359
DB00608,INTERACT,DB01580
DB00608,INTERACT,DB04846
DB00608,INTERACT,DB04861
DB00608,INTERACT,DB06726
DB00608,INTERACT,DB08807
DB00608,INTERACT,DB08808
DB00608,INTERACT,DB08952
DB00608,INTERACT,DB09204
DB00608,INTERACT,DB09351
DB00608,INTERACT,DB11770
DB00608,INTERACT,DB11785
DB00608,INTERACT,DB12212
DB00608,INTERACT,DB12752
DB00608,INTERACT,DB13443
DB00608,INTERACT,DB13508
DB00608,INTERACT,DB13530
DB00608,INTERACT,DB13757
DB00608,INTERACT,DB13775
DB00608,INTERACT,DB01086
DB00608,INTERACT,DB00540
DB00608,INTERACT,DB01100
DB00608,INTERACT,DB00458
DB00608,INTERACT,DB00575
DB00608,INTERACT,DB00726
DB00608,INTERACT,DB00176
DB00608,INTERACT,DB00281
DB00608,INTERACT,DB00316
DB00608,INTERACT,DB00317
DB00608,INTERACT,DB00343
DB00608,INTERACT,DB00396
DB00608,INTERACT,DB00590
DB00608,INTERACT,DB00363
DB00608,INTERACT,DB00482
DB00608,INTERACT,DB00622
DB00608,INTERACT,DB00734
DB00608,INTERACT,DB04840
DB00608,INTERACT,DB06292
DB00608,INTERACT,DB06702
DB00608,INTERACT,DB08901
DB00608,INTERACT,DB09076
DB00608,INTERACT,DB09183
DB00608,INTERACT,DB11586
DB00608,INTERACT,DB11855
DB00608,INTERACT,DB11979
DB00608,INTERACT,DB12070
DB00608,INTERACT,DB12332
DB00608,INTERACT,DB01037
DB00608,INTERACT,DB01087
DB00608,INTERACT,DB04905
DB00608,INTERACT,DB09291
DB00608,INTERACT,DB13874
DB00608,INTERACT,DB00675
DB00608,INTERACT,DB01095
DB00608,INTERACT,DB05812
DB00608,INTERACT,DB00169
DB00608,INTERACT,DB00530
DB00608,INTERACT,DB00738
DB00608,INTERACT,DB01424
DB00608,INTERACT,DB01435
DB00608,INTERACT,DB09288
DB00608,INTERACT,DB00182
DB00608,INTERACT,DB00185
DB00608,INTERACT,DB00208
DB00608,INTERACT,DB00245
DB00608,INTERACT,DB00349
DB00608,INTERACT,DB00356
DB00608,INTERACT,DB00377
DB00608,INTERACT,DB00476
DB00608,INTERACT,DB00674
DB00608,INTERACT,DB00706
DB00608,INTERACT,DB00731
DB00608,INTERACT,DB00918
DB00608,INTERACT,DB00934
DB00608,INTERACT,DB01036
DB00608,INTERACT,DB01166
DB00608,INTERACT,DB01274
DB00608,INTERACT,DB01409
DB00608,INTERACT,DB01577
DB00608,INTERACT,DB04871
DB00608,INTERACT,DB04920
DB00608,INTERACT,DB04948
DB00608,INTERACT,DB06203
DB00608,INTERACT,DB08918
DB00608,INTERACT,DB09068
DB00608,INTERACT,DB09195
DB00608,INTERACT,DB11130
DB00608,INTERACT,DB11915
DB00608,INTERACT,DB13293
DB00608,INTERACT,DB00318
DB00608,INTERACT,DB00647
DB00608,INTERACT,DB06729
DB00608,INTERACT,DB00514
DB00608,INTERACT,DB00921
DB00608,INTERACT,DB06770
DB00608,INTERACT,DB08922
DB00608,INTERACT,DB00238
DB00608,INTERACT,DB02703
DB00608,INTERACT,DB09048
DB00608,INTERACT,DB00188
DB00608,INTERACT,DB00297
DB00608,INTERACT,DB00334
DB00608,INTERACT,DB00379
DB00608,INTERACT,DB00409
DB00608,INTERACT,DB00497
DB00608,INTERACT,DB00568
DB00608,INTERACT,DB00589
DB00608,INTERACT,DB00592
DB00608,INTERACT,DB00699
DB00608,INTERACT,DB00737
DB00608,INTERACT,DB00757
DB00608,INTERACT,DB00805
DB00608,INTERACT,DB00843
DB00608,INTERACT,DB00904
DB00608,INTERACT,DB00914
DB00608,INTERACT,DB00956
DB00608,INTERACT,DB00983
DB00608,INTERACT,DB01028
DB00608,INTERACT,DB01071
DB00608,INTERACT,DB01074
DB00608,INTERACT,DB01075
DB00608,INTERACT,DB01079
DB00608,INTERACT,DB01114
DB00608,INTERACT,DB01171
DB00608,INTERACT,DB01177
DB00608,INTERACT,DB01191
DB00608,INTERACT,DB01192
DB00608,INTERACT,DB01228
DB00608,INTERACT,DB01233
DB00608,INTERACT,DB01255
DB00608,INTERACT,DB01392
DB00608,INTERACT,DB01429
DB00608,INTERACT,DB01454
DB00608,INTERACT,DB01466
DB00608,INTERACT,DB01472
DB00608,INTERACT,DB01551
DB00608,INTERACT,DB01576
DB00608,INTERACT,DB03783
DB00608,INTERACT,DB04829
DB00608,INTERACT,DB04841
DB00608,INTERACT,DB04884
DB00608,INTERACT,DB05109
DB00608,INTERACT,DB05271
DB00608,INTERACT,DB06016
DB00608,INTERACT,DB06144
DB00608,INTERACT,DB06148
DB00608,INTERACT,DB06217
DB00608,INTERACT,DB06506
DB00608,INTERACT,DB06608
DB00608,INTERACT,DB06678
DB00608,INTERACT,DB06684
DB00608,INTERACT,DB06727
DB00608,INTERACT,DB06735
DB00608,INTERACT,DB09555
DB00608,INTERACT,DB11614
DB00608,INTERACT,DB11718
DB00608,INTERACT,DB00752
DB00608,INTERACT,DB06603
DB00608,INTERACT,DB06819
DB00608,INTERACT,DB09238
DB00608,INTERACT,DB12693
DB00608,INTERACT,DB13174
DB00608,INTERACT,DB00715
DB00608,INTERACT,DB11963
DB00608,INTERACT,DB01238
DB00608,INTERACT,DB14185
DB00608,INTERACT,DB00857
DB00608,INTERACT,DB00203
DB00608,INTERACT,DB00216
DB00608,INTERACT,DB00277
DB00608,INTERACT,DB00425
DB00608,INTERACT,DB00490
DB00608,INTERACT,DB00496
DB00608,INTERACT,DB00637
DB00608,INTERACT,DB00641
DB00608,INTERACT,DB01142
DB00608,INTERACT,DB01224
DB00608,INTERACT,DB01242
DB00608,INTERACT,DB09053
DB00608,INTERACT,DB00574
DB00608,INTERACT,DB00489
DB00608,INTERACT,DB00532
DB00608,INTERACT,DB00543
DB00608,INTERACT,DB01035
DB00608,INTERACT,DB01151
DB00608,INTERACT,DB01195
DB00608,INTERACT,DB09167
DB00608,INTERACT,DB01115
DB00608,INTERACT,DB09173
DB00608,INTERACT,DB11757
DB00608,INTERACT,DB01410
DB00608,INTERACT,DB04889
DB00608,INTERACT,DB14010
DB00608,INTERACT,DB00252
DB00608,INTERACT,DB06589
DB00608,INTERACT,DB01611
DB00608,INTERACT,DB00751
DB00608,INTERACT,DB15982
DB00608,INTERACT,DB01012
DB00608,INTERACT,DB01173
DB00608,INTERACT,DB08909
DB00608,INTERACT,DB00612
DB00608,INTERACT,DB03322
DB00608,INTERACT,DB00307
DB00608,INTERACT,DB00421
DB00608,INTERACT,DB00486
DB00608,INTERACT,DB00603
DB00608,INTERACT,DB01029
DB00608,INTERACT,DB01062
DB00608,INTERACT,DB01132
DB00608,INTERACT,DB01685
DB00608,INTERACT,DB06210
DB00608,INTERACT,DB08880
DB00608,INTERACT,DB00455
DB00608,INTERACT,DB00451
DB00608,INTERACT,DB00227
DB00608,INTERACT,DB01645
DB00608,INTERACT,DB00440
DB00608,INTERACT,DB00588
DB00608,INTERACT,DB00758
DB00608,INTERACT,DB00796
DB00608,INTERACT,DB00938
DB00608,INTERACT,DB01241
DB00608,INTERACT,DB08906
DB00608,INTERACT,DB08911
DB00608,INTERACT,DB13867
DB00608,INTERACT,DB14512
DB00608,INTERACT,DB01023
DB00608,INTERACT,DB11642
DB00608,INTERACT,DB00159
DB00608,INTERACT,DB00229
DB00608,INTERACT,DB00244
DB00608,INTERACT,DB00267
DB00608,INTERACT,DB00274
DB00608,INTERACT,DB00300
DB00608,INTERACT,DB00369
DB00608,INTERACT,DB00430
DB00608,INTERACT,DB00438
DB00608,INTERACT,DB00447
DB00608,INTERACT,DB00456
DB00608,INTERACT,DB00461
DB00608,INTERACT,DB00469
DB00608,INTERACT,DB00493
DB00608,INTERACT,DB00500
DB00608,INTERACT,DB00533
DB00608,INTERACT,DB00567
DB00608,INTERACT,DB00573
DB00608,INTERACT,DB00577
DB00608,INTERACT,DB00580
DB00608,INTERACT,DB00605
DB00608,INTERACT,DB00626
DB00608,INTERACT,DB00689
DB00608,INTERACT,DB00712
DB00608,INTERACT,DB00718
DB00608,INTERACT,DB00749
DB00608,INTERACT,DB00787
DB00608,INTERACT,DB00812
DB00608,INTERACT,DB00814
DB00608,INTERACT,DB00821
DB00608,INTERACT,DB00833
DB00608,INTERACT,DB00861
DB00608,INTERACT,DB00923
DB00608,INTERACT,DB00936
DB00608,INTERACT,DB00939
DB00608,INTERACT,DB00958
DB00608,INTERACT,DB00991
DB00608,INTERACT,DB01009
DB00608,INTERACT,DB01014
DB00608,INTERACT,DB01066
DB00608,INTERACT,DB01112
DB00608,INTERACT,DB01139
DB00608,INTERACT,DB01140
DB00608,INTERACT,DB01150
DB00608,INTERACT,DB01250
DB00608,INTERACT,DB01283
DB00608,INTERACT,DB01326
DB00608,INTERACT,DB01327
DB00608,INTERACT,DB01328
DB00608,INTERACT,DB01330
DB00608,INTERACT,DB01331
DB00608,INTERACT,DB01332
DB00608,INTERACT,DB01333
DB00608,INTERACT,DB01397
DB00608,INTERACT,DB01399
DB00608,INTERACT,DB01401
DB00608,INTERACT,DB01413
DB00608,INTERACT,DB01414
DB00608,INTERACT,DB01415
DB00608,INTERACT,DB01416
DB00608,INTERACT,DB01419
DB00608,INTERACT,DB01600
DB00608,INTERACT,DB01628
DB00608,INTERACT,DB02247
DB00608,INTERACT,DB03450
DB00608,INTERACT,DB03585
DB00608,INTERACT,DB04570
DB00608,INTERACT,DB04743
DB00608,INTERACT,DB04812
DB00608,INTERACT,DB04817
DB00608,INTERACT,DB04918
DB00608,INTERACT,DB05095
DB00608,INTERACT,DB06590
DB00608,INTERACT,DB06725
DB00608,INTERACT,DB06736
DB00608,INTERACT,DB06737
DB00608,INTERACT,DB07402
DB00608,INTERACT,DB08439
DB00608,INTERACT,DB08797
DB00608,INTERACT,DB08940
DB00608,INTERACT,DB08942
DB00608,INTERACT,DB08951
DB00608,INTERACT,DB08955
DB00608,INTERACT,DB08976
DB00608,INTERACT,DB08981
DB00608,INTERACT,DB08984
DB00608,INTERACT,DB08991
DB00608,INTERACT,DB09008
DB00608,INTERACT,DB09062
DB00608,INTERACT,DB09084
DB00608,INTERACT,DB09214
DB00608,INTERACT,DB09215
DB00608,INTERACT,DB09216
DB00608,INTERACT,DB09217
DB00608,INTERACT,DB09218
DB00608,INTERACT,DB09285
DB00608,INTERACT,DB09295
DB00608,INTERACT,DB09299
DB00608,INTERACT,DB11367
DB00608,INTERACT,DB11455
DB00608,INTERACT,DB11466
DB00608,INTERACT,DB11518
DB00608,INTERACT,DB11935
DB00608,INTERACT,DB12445
DB00608,INTERACT,DB12545
DB00608,INTERACT,DB13001
DB00608,INTERACT,DB13167
DB00608,INTERACT,DB13217
DB00608,INTERACT,DB13232
DB00608,INTERACT,DB13266
DB00608,INTERACT,DB13286
DB00608,INTERACT,DB13314
DB00608,INTERACT,DB13371
DB00608,INTERACT,DB13407
DB00608,INTERACT,DB13432
DB00608,INTERACT,DB13461
DB00608,INTERACT,DB13470
DB00608,INTERACT,DB13481
DB00608,INTERACT,DB13499
DB00608,INTERACT,DB13504
DB00608,INTERACT,DB13524
DB00608,INTERACT,DB13527
DB00608,INTERACT,DB13538
DB00608,INTERACT,DB13544
DB00608,INTERACT,DB13612
DB00608,INTERACT,DB13629
DB00608,INTERACT,DB13638
DB00608,INTERACT,DB13649
DB00608,INTERACT,DB13657
DB00608,INTERACT,DB13667
DB00608,INTERACT,DB13682
DB00608,INTERACT,DB13722
DB00608,INTERACT,DB13778
DB00608,INTERACT,DB13783
DB00608,INTERACT,DB13821
DB00608,INTERACT,DB13860
DB00608,INTERACT,DB13868
DB00608,INTERACT,DB14059
DB00608,INTERACT,DB14060
DB00608,INTERACT,DB14126
DB00608,INTERACT,DB00328
DB00608,INTERACT,DB00945
DB00608,INTERACT,DB01212
DB00608,INTERACT,DB01329
DB00608,INTERACT,DB04828
DB00608,INTERACT,DB14507
DB00608,INTERACT,DB09212
DB00608,INTERACT,DB00784
DB00608,INTERACT,DB04552
DB00608,INTERACT,DB00017
DB00608,INTERACT,DB00035
DB00608,INTERACT,DB00041
DB00608,INTERACT,DB00081
DB00608,INTERACT,DB00115
DB00608,INTERACT,DB00158
DB00608,INTERACT,DB00165
DB00608,INTERACT,DB00190
DB00608,INTERACT,DB00198
DB00608,INTERACT,DB00200
DB00608,INTERACT,DB00225
DB00608,INTERACT,DB00235
DB00608,INTERACT,DB00237
DB00608,INTERACT,DB00262
DB00608,INTERACT,DB00271
DB00608,INTERACT,DB00279
DB00608,INTERACT,DB00290
DB00608,INTERACT,DB00292
DB00608,INTERACT,DB00294
DB00608,INTERACT,DB00303
DB00608,INTERACT,DB00322
DB00608,INTERACT,DB00323
DB00608,INTERACT,DB00327
DB00608,INTERACT,DB00330
DB00608,INTERACT,DB00331
DB00608,INTERACT,DB00339
DB00608,INTERACT,DB00355
DB00608,INTERACT,DB00364
DB00608,INTERACT,DB00380
DB00608,INTERACT,DB00413
DB00608,INTERACT,DB00432
DB00608,INTERACT,DB00437
DB00608,INTERACT,DB00441
DB00608,INTERACT,DB00492
DB00608,INTERACT,DB00535
DB00608,INTERACT,DB00548
DB00608,INTERACT,DB00553
DB00608,INTERACT,DB00558
DB00608,INTERACT,DB00569
DB00608,INTERACT,DB00583
DB00608,INTERACT,DB00591
DB00608,INTERACT,DB00597
DB00608,INTERACT,DB00631
DB00608,INTERACT,DB00651
DB00608,INTERACT,DB00660
DB00608,INTERACT,DB00672
DB00608,INTERACT,DB00692
DB00608,INTERACT,DB00713
DB00608,INTERACT,DB00716
DB00608,INTERACT,DB00722
DB00608,INTERACT,DB00730
DB00608,INTERACT,DB00733
DB00608,INTERACT,DB00760
DB00608,INTERACT,DB00761
DB00608,INTERACT,DB00775
DB00608,INTERACT,DB00782
DB00608,INTERACT,DB00789
DB00608,INTERACT,DB00790
DB00608,INTERACT,DB00800
DB00608,INTERACT,DB00804
DB00608,INTERACT,DB00806
DB00608,INTERACT,DB00811
DB00608,INTERACT,DB00828
DB00608,INTERACT,DB00839
DB00608,INTERACT,DB00841
DB00608,INTERACT,DB00842
DB00608,INTERACT,DB00851
DB00608,INTERACT,DB00853
DB00608,INTERACT,DB00894
DB00608,INTERACT,DB00900
DB00608,INTERACT,DB00911
DB00608,INTERACT,DB00928
DB00608,INTERACT,DB00953
DB00608,INTERACT,DB00980
DB00608,INTERACT,DB00988
DB00608,INTERACT,DB00993
DB00608,INTERACT,DB00995
DB00608,INTERACT,DB01002
DB00608,INTERACT,DB01010
DB00608,INTERACT,DB01011
DB00608,INTERACT,DB01018
DB00608,INTERACT,DB01022
DB00608,INTERACT,DB01024
DB00608,INTERACT,DB01043
DB00608,INTERACT,DB01046
DB00608,INTERACT,DB01048
DB00608,INTERACT,DB01060
DB00608,INTERACT,DB01067
DB00608,INTERACT,DB01099
DB00608,INTERACT,DB01101
DB00608,INTERACT,DB01105
DB00608,INTERACT,DB01133
DB00608,INTERACT,DB01148
DB00608,INTERACT,DB01157
DB00608,INTERACT,DB01170
DB00608,INTERACT,DB01205
DB00608,INTERACT,DB01213
DB00608,INTERACT,DB01240
DB00608,INTERACT,DB01249
DB00608,INTERACT,DB01273
DB00608,INTERACT,DB01275
DB00608,INTERACT,DB01367
DB00608,INTERACT,DB01427
DB00608,INTERACT,DB01428
DB00608,INTERACT,DB01431
DB00608,INTERACT,DB01550
DB00608,INTERACT,DB01558
DB00608,INTERACT,DB01563
DB00608,INTERACT,DB01610
DB00608,INTERACT,DB01638
DB00608,INTERACT,DB01656
DB00608,INTERACT,DB04574
DB00608,INTERACT,DB04895
DB00608,INTERACT,DB05018
DB00608,INTERACT,DB06154
DB00608,INTERACT,DB06186
DB00608,INTERACT,DB06196
DB00608,INTERACT,DB06209
DB00608,INTERACT,DB06211
DB00608,INTERACT,DB06230
DB00608,INTERACT,DB06262
DB00608,INTERACT,DB06335
DB00608,INTERACT,DB06623
DB00608,INTERACT,DB06705
DB00608,INTERACT,DB06710
DB00608,INTERACT,DB06767
DB00608,INTERACT,DB06782
DB00608,INTERACT,DB06796
DB00608,INTERACT,DB06800
DB00608,INTERACT,DB06809
DB00608,INTERACT,DB06813
DB00608,INTERACT,DB06823
DB00608,INTERACT,DB06824
DB00608,INTERACT,DB08824
DB00608,INTERACT,DB08826
DB00608,INTERACT,DB08840
DB00608,INTERACT,DB08872
DB00608,INTERACT,DB08877
DB00608,INTERACT,DB08894
DB00608,INTERACT,DB08897
DB00608,INTERACT,DB08900
DB00608,INTERACT,DB08905
DB00608,INTERACT,DB08932
DB00608,INTERACT,DB09050
DB00608,INTERACT,DB09066
DB00608,INTERACT,DB09071
DB00608,INTERACT,DB09081
DB00608,INTERACT,DB09091
DB00608,INTERACT,DB09103
DB00608,INTERACT,DB09106
DB00608,INTERACT,DB09111
DB00608,INTERACT,DB09121
DB00608,INTERACT,DB09123
DB00608,INTERACT,DB09129
DB00608,INTERACT,DB09132
DB00608,INTERACT,DB09133
DB00608,INTERACT,DB09134
DB00608,INTERACT,DB09135
DB00608,INTERACT,DB09136
DB00608,INTERACT,DB09137
DB00608,INTERACT,DB09139
DB00608,INTERACT,DB09148
DB00608,INTERACT,DB09149
DB00608,INTERACT,DB09156
DB00608,INTERACT,DB09163
DB00608,INTERACT,DB09165
DB00608,INTERACT,DB09185
DB00608,INTERACT,DB09194
DB00608,INTERACT,DB09205
DB00608,INTERACT,DB09209
DB00608,INTERACT,DB09210
DB00608,INTERACT,DB09219
DB00608,INTERACT,DB09220
DB00608,INTERACT,DB09223
DB00608,INTERACT,DB09244
DB00608,INTERACT,DB09245
DB00608,INTERACT,DB09255
DB00608,INTERACT,DB09257
DB00608,INTERACT,DB09262
DB00608,INTERACT,DB09264
DB00608,INTERACT,DB09265
DB00608,INTERACT,DB09268
DB00608,INTERACT,DB09276
DB00608,INTERACT,DB09277
DB00608,INTERACT,DB09292
DB00608,INTERACT,DB09301
DB00608,INTERACT,DB09317
DB00608,INTERACT,DB09318
DB00608,INTERACT,DB09320
DB00608,INTERACT,DB09324
DB00608,INTERACT,DB09325
DB00608,INTERACT,DB09329
DB00608,INTERACT,DB09344
DB00608,INTERACT,DB09357
DB00608,INTERACT,DB09394
DB00608,INTERACT,DB09395
DB00608,INTERACT,DB09418
DB00608,INTERACT,DB09472
DB00608,INTERACT,DB09477
DB00608,INTERACT,DB09496
DB00608,INTERACT,DB09502
DB00608,INTERACT,DB09546
DB00608,INTERACT,DB11090
DB00608,INTERACT,DB11098
DB00608,INTERACT,DB11102
DB00608,INTERACT,DB11114
DB00608,INTERACT,DB11127
DB00608,INTERACT,DB11135
DB00608,INTERACT,DB11136
DB00608,INTERACT,DB11145
DB00608,INTERACT,DB11164
DB00608,INTERACT,DB11251
DB00608,INTERACT,DB11278
DB00608,INTERACT,DB11328
DB00608,INTERACT,DB11338
DB00608,INTERACT,DB11358
DB00608,INTERACT,DB11364
DB00608,INTERACT,DB11560
DB00608,INTERACT,DB11577
DB00608,INTERACT,DB11587
DB00608,INTERACT,DB11598
DB00608,INTERACT,DB11691
DB00608,INTERACT,DB11699
DB00608,INTERACT,DB11989
DB00608,INTERACT,DB12007
DB00608,INTERACT,DB12107
DB00608,INTERACT,DB12278
DB00608,INTERACT,DB12783
DB00608,INTERACT,DB13025
DB00608,INTERACT,DB13156
DB00608,INTERACT,DB13178
DB00608,INTERACT,DB13185
DB00608,INTERACT,DB13191
DB00608,INTERACT,DB13269
DB00608,INTERACT,DB13884
DB00608,INTERACT,DB13909
DB00608,INTERACT,DB13967
DB00608,INTERACT,DB14006
DB00608,INTERACT,DB14007
DB00608,INTERACT,DB14498
DB00608,INTERACT,DB14499
DB00608,INTERACT,DB14526
DB00608,INTERACT,DB14527
DB00608,INTERACT,DB14528
DB00608,INTERACT,DB14529
DB00608,INTERACT,DB14530
DB00608,INTERACT,DB14754
DB00608,INTERACT,DB06815
DB00608,INTERACT,DB11121
DB00608,INTERACT,DB00231
DB00608,INTERACT,DB11085
DB00608,INTERACT,DB00404
DB00608,INTERACT,DB00683
DB00608,INTERACT,DB00820
DB00608,INTERACT,DB15593
DB00608,INTERACT,DB00401
DB00608,INTERACT,DB00624
DB00608,INTERACT,DB06228
DB00608,INTERACT,DB00213
DB00608,INTERACT,DB00286
DB00608,INTERACT,DB00351
DB00608,INTERACT,DB00480
DB00608,INTERACT,DB00669
DB00608,INTERACT,DB00690
DB00608,INTERACT,DB01030
DB00608,INTERACT,DB01420
DB00608,INTERACT,DB01587
DB00608,INTERACT,DB06480
DB00608,INTERACT,DB06695
DB00608,INTERACT,DB08910
DB00608,INTERACT,DB08934
DB00608,INTERACT,DB09027
DB00608,INTERACT,DB09075
DB00608,INTERACT,DB11817
DB00608,INTERACT,DB00635
DB00608,INTERACT,DB08996
DB00608,INTERACT,DB09570
DB00608,INTERACT,DB13987
DB00608,INTERACT,DB04890
DB00608,INTERACT,DB04930
DB00608,INTERACT,DB00454
DB00608,INTERACT,DB13139
DB00608,INTERACT,DB00813
DB00608,INTERACT,DB01129
DB00608,INTERACT,DB00780
DB00608,INTERACT,DB00479
DB00608,INTERACT,DB00684
DB00608,INTERACT,DB00798
DB00608,INTERACT,DB00955
DB00608,INTERACT,DB00994
DB00608,INTERACT,DB01082
DB00608,INTERACT,DB01172
DB00608,INTERACT,DB03615
DB00608,INTERACT,DB04729
DB00608,INTERACT,DB06696
DB00608,INTERACT,DB12604
DB00608,INTERACT,DB13540
DB00608,INTERACT,DB00552
DB00608,INTERACT,DB13145
DB00608,INTERACT,DB00314
DB00608,INTERACT,DB00512
DB00608,INTERACT,DB00515
DB00608,INTERACT,DB00642
DB00608,INTERACT,DB12615
DB00608,INTERACT,DB14509
DB00608,INTERACT,DB00682
DB00608,INTERACT,DB00390
DB00608,INTERACT,DB00803
DB00608,INTERACT,DB00951
DB00608,INTERACT,DB06730
DB00608,INTERACT,DB14011
DB00608,INTERACT,DB00446
DB00608,INTERACT,DB00673
DB00608,INTERACT,DB06731
DB00608,INTERACT,DB14009
DB00608,INTERACT,DB14635
DB00608,INTERACT,DB15822
DB00608,INTERACT,DB05667
DB00608,INTERACT,DB11703
DB00608,INTERACT,DB11837
DB00608,INTERACT,DB01126
DB00608,INTERACT,DB04856
DB00608,INTERACT,DB00367
DB00608,INTERACT,DB00717
DB00608,INTERACT,DB01058
DB00608,INTERACT,DB01216
DB00608,INTERACT,DB06267
DB00608,INTERACT,DB06419
DB00608,INTERACT,DB06652
DB00608,INTERACT,DB06789
DB00608,INTERACT,DB12301
DB00608,INTERACT,DB14541
DB00608,INTERACT,DB15444
DB00608,INTERACT,DB09237
DB00608,INTERACT,DB11951
DB00608,INTERACT,DB00762
DB00608,INTERACT,DB01016
DB00608,INTERACT,DB01103
DB00608,INTERACT,DB06403
DB00608,INTERACT,DB08820
DB00608,INTERACT,DB09102
DB00608,INTERACT,DB09297
DB00608,INTERACT,DB11712
DB00608,INTERACT,DB00802
DB00608,INTERACT,DB11574
DB00608,INTERACT,DB12130
DB00608,INTERACT,DB14539
DB00608,INTERACT,DB14540
DB00608,INTERACT,DB14542
DB00608,INTERACT,DB08816
DB00608,INTERACT,DB00531
DB00608,INTERACT,DB01181
DB00608,INTERACT,DB00864
DB00608,INTERACT,DB00877
DB00608,INTERACT,DB01229
DB00608,INTERACT,DB06287
DB00608,INTERACT,DB00564
DB00608,INTERACT,DB06772
DB00608,INTERACT,DB08865
DB00608,INTERACT,DB00444
DB00608,INTERACT,DB00541
DB00608,INTERACT,DB00773
DB00608,INTERACT,DB01248
DB00608,INTERACT,DB01254
DB00608,INTERACT,DB01268
DB00608,INTERACT,DB05773
DB00608,INTERACT,DB06626
DB00608,INTERACT,DB09074
DB00608,INTERACT,DB12483
DB00608,INTERACT,DB00205
DB00608,INTERACT,DB08875
DB00608,INTERACT,DB00665
DB00608,INTERACT,DB01583
DB00608,INTERACT,DB01609
DB00608,INTERACT,DB04725
DB00608,INTERACT,DB13919
DB00608,INTERACT,DB00255
DB00608,INTERACT,DB00481
DB00608,INTERACT,DB00661
DB00608,INTERACT,DB00977
DB00608,INTERACT,DB04216
DB00608,INTERACT,DB06616
DB00608,INTERACT,DB11633
DB00608,INTERACT,DB12015
DB00608,INTERACT,DB12466
DB00608,INTERACT,DB00197
DB00608,INTERACT,DB00465
DB00608,INTERACT,DB00554
DB00608,INTERACT,DB00586
DB00608,INTERACT,DB00788
DB00608,INTERACT,DB09213
DB00608,INTERACT,DB01221
DB00608,INTERACT,DB00295
DB00608,INTERACT,DB00402
DB00608,INTERACT,DB00617
DB00608,INTERACT,DB00755
DB00608,INTERACT,DB00799
DB00608,INTERACT,DB00912
DB00608,INTERACT,DB01124
DB00608,INTERACT,DB01357
DB00608,INTERACT,DB05229
DB00608,INTERACT,DB06510
DB00608,INTERACT,DB06738
DB00608,INTERACT,DB06739
DB00608,INTERACT,DB08496
DB00608,INTERACT,DB08931
DB00608,INTERACT,DB09198
DB00608,INTERACT,DB09199
DB00608,INTERACT,DB09200
DB00608,INTERACT,DB09201
DB00608,INTERACT,DB12781
DB00608,INTERACT,DB14055
DB00608,INTERACT,DB08502
DB00608,INTERACT,DB00338
DB00608,INTERACT,DB00448
DB00608,INTERACT,DB00783
DB00608,INTERACT,DB01050
DB00608,INTERACT,DB01217
DB00608,INTERACT,DB01261
DB00608,INTERACT,DB06605
DB00608,INTERACT,DB06670
DB00608,INTERACT,DB09296
